file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rms_mean,rms_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth2_mean,spectral_bandwidth2_std,spectral_bandwidth3_mean,spectral_bandwidth3_std,spectral_bandwidth4_mean,spectral_bandwidth4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
Alice in Chains - Alice In Chains - Again (Official Video) - Grunge - clipped.wav,0.135,0.172,1.161,0.303,0.123,0.039,0.17,0.026,123.047,2268.998,426.222,2148.065,237.297,2641.814,262.8,3125.098,277.722,20.703,13.774,15.92,16.272,17.59,17.217,50.538,4.245,3.608,3.511,2.781,2.698,2.005,3.013,4468.965,716.265,-30.58,95.185,-38.227,33.593,-2.061,16.215,0.95,7.648,5.293,8.562,3.148,6.797,1.353,3.314,-2.487,-1.635,-5.591,3.232,-2.719,-0.086,46.235,23.034,10.423,17.911,7.652,8.051,7.794,6.036,6.34,8.149,6.839,7.892,6.086,5.562,4.766,5.451,4.717,4.729,5.007,4.972,0.409,0.436,0.571,0.429,0.335,0.433,0.567,0.677,0.58,0.591,0.483,0.497,0.238,0.232,0.267,0.206,0.179,0.219,0.222,0.247,0.248,0.286,0.248,0.271
Alice in Chains - Alice In Chains - Bleed The Freak (Official HD Video) - Grunge - clipped.wav,0.253,0.31,0.745,-0.405,0.084,0.033,0.309,0.029,117.454,2340.374,558.32,2575.691,358.882,3087.104,302.529,3576.799,257.333,21.424,13.221,17.249,16.693,16.138,16.717,47.957,4.669,3.564,3.834,2.898,2.241,1.877,3.284,5252.46,1216.378,4.252,89.959,4.279,40.429,4.562,7.311,-2.315,5.211,5.026,0.276,0.988,4.143,-4.88,-0.184,-3.113,0.163,-8.463,0.869,-4.416,2.022,24.132,19.706,13.829,10.815,8.078,7.646,8.833,8.648,6.361,6.807,5.981,6.006,6.539,5.583,5.646,5.321,5.875,4.931,5.273,5.568,0.435,0.314,0.329,0.451,0.536,0.56,0.4,0.366,0.441,0.439,0.595,0.592,0.236,0.197,0.179,0.256,0.268,0.308,0.244,0.257,0.275,0.244,0.299,0.269
Alice in Chains - Alice In Chains - Down in a Hole (Official HD Video) - Grunge - clipped.wav,0.156,0.201,1.345,0.695,0.105,0.045,0.196,0.044,95.703,2276.209,641.769,2409.649,415.836,2934.497,361.206,3438.205,310.11,20.412,14.703,19.031,17.808,18.09,17.732,49.155,4.482,3.882,4.238,3.39,3.17,2.613,3.584,4859.629,1392.825,-37.339,94.165,-6.845,37.17,2.2,13.401,3.546,1.637,-1.725,2.838,2.696,4.772,-1.597,0.197,-1.306,0.401,-7.161,1.09,-6.061,1.313,41.78,23.201,21.206,11.57,9.087,7.166,7.784,7.02,9.049,7.936,8.63,8.166,7.821,6.922,5.919,5.932,5.832,5.905,6.78,6.983,0.359,0.501,0.393,0.399,0.252,0.326,0.362,0.375,0.576,0.4,0.361,0.42,0.245,0.367,0.256,0.305,0.184,0.265,0.261,0.233,0.332,0.258,0.267,0.327
Alice in Chains - Alice In Chains - Man in the Box (Official Video) - Grunge - clipped.wav,0.11,0.144,1.308,0.72,0.129,0.046,0.138,0.039,107.666,2497.181,544.288,2374.509,360.67,2876.315,330.828,3353.598,290.44,21.414,13.317,17.14,18.228,16.737,18.722,48.676,4.424,3.382,4.104,3.656,2.689,2.511,2.724,4970.003,1241.411,-60.616,82.97,-21.796,35.514,0.114,-1.339,3.461,9.538,1.7,8.877,-3.201,5.186,-2.208,-2.196,-6.906,0.196,-6.175,-1.706,-3.561,-1.082,44.852,22.482,18.344,12.795,12.857,9.901,11.741,9.234,8.353,7.904,7.695,6.228,7.659,7.451,7.642,6.278,5.984,5.313,6.337,6.097,0.374,0.453,0.39,0.42,0.416,0.461,0.435,0.375,0.419,0.444,0.651,0.5,0.249,0.26,0.235,0.287,0.263,0.296,0.299,0.263,0.261,0.244,0.317,0.279
Alice in Chains - Alice In Chains - Nutshell (Official Audio) - Grunge - clipped.wav,0.156,0.205,1.448,0.978,0.04,0.02,0.193,0.069,129.199,1085.519,477.907,1618.464,497.095,2333.089,492.782,3014.106,473.76,22.24,17.402,21.444,20.278,20.821,19.322,49.223,4.96,4.384,4.306,3.762,3.497,3.416,3.427,2138.895,1228.831,-140.008,152.81,6.652,35.532,12.432,3.872,-4.433,5.41,-0.593,0.203,0.756,2.202,-2.698,-4.142,0.967,2.669,-0.878,-0.365,-5.126,-3.726,66.58,29.771,15.053,12.102,9.643,10.341,9.455,8.176,6.32,8.603,7.693,6.827,6.781,7.484,6.625,7.249,5.796,7.025,7.057,8.034,0.325,0.595,0.395,0.419,0.315,0.354,0.54,0.341,0.258,0.265,0.439,0.334,0.182,0.34,0.253,0.309,0.229,0.227,0.347,0.259,0.253,0.224,0.32,0.258
Alice in Chains - Alice In Chains - Rooster (Official HD Video) - Grunge - clipped.wav,0.048,0.06,0.963,-0.007,0.053,0.026,0.059,0.012,135.999,1099.462,341.836,1354.749,229.29,1785.127,117.955,2295.522,109.453,24.076,16.238,19.375,18.183,19.975,26.378,47.02,4.965,4.433,4.014,3.298,2.537,4.59,2.947,2570.409,857.768,-276.583,171.135,-36.653,76.393,12.083,-4.759,10.293,-0.647,-0.041,4.818,-7.717,-4.33,-0.913,-2.218,-3.463,-1.757,-6.594,-6.426,1.488,-1.224,47.271,27.476,21.364,29.336,12.044,8.831,10.99,6.704,7.042,7.249,6.404,5.666,6.103,5.437,6.44,6.295,5.825,6.231,6.21,5.357,0.216,0.192,0.255,0.414,0.438,0.526,0.418,0.354,0.483,0.376,0.301,0.201,0.205,0.234,0.227,0.276,0.245,0.419,0.28,0.142,0.375,0.269,0.255,0.195
Alice in Chains - Alice In Chains - Rotten Apple (Official Audio) - Grunge - clipped.wav,0.161,0.206,1.353,0.685,0.063,0.023,0.2,0.05,143.555,1520.246,360.82,2019.986,329.669,2724.032,311.507,3373.355,297.787,22.213,17.179,19.683,19.851,20.164,19.455,49.102,4.331,4.325,4.272,3.36,3.064,2.554,3.45,3086.631,1046.545,-78.473,131.73,-6.545,24.375,14.043,13.421,-1.808,1.183,-2.796,1.421,1.917,2.839,-1.648,-0.022,-2.108,1.329,-2.132,-1.338,-4.648,4.19,39.217,19.861,16.02,10.472,9.619,17.372,7.939,9.459,7.1,8.904,7.616,7.887,7.125,6.021,6.858,7.64,8.059,7.437,5.678,7.468,0.32,0.545,0.473,0.557,0.317,0.35,0.309,0.399,0.559,0.372,0.433,0.276,0.222,0.326,0.234,0.318,0.19,0.23,0.232,0.237,0.349,0.189,0.302,0.178
Alice in Chains - Alice In Chains - Them Bones (Official HD Video) - Grunge - clipped.wav,0.163,0.208,1.249,0.49,0.128,0.037,0.205,0.035,112.347,2435.856,410.964,2474.759,237.19,3032.406,193.165,3548.349,163.596,19.226,12.441,15.979,16.618,16.489,17.773,47.193,4.504,3.305,3.567,3.052,2.788,2.053,2.849,4892.004,949.373,1.358,90.815,-16.481,23.159,4.389,4.985,7.106,2.448,-1.391,7.173,-1.969,8.411,-3.343,-2.976,-0.183,-0.586,-7.113,4.136,-3.437,-0.298,22.544,12.99,11.514,8.273,8.752,8.967,8.147,5.767,6.928,7.197,6.375,5.833,5.486,5.269,5.357,5.601,4.797,4.957,4.85,4.355,0.41,0.503,0.441,0.533,0.48,0.422,0.378,0.387,0.6,0.426,0.424,0.443,0.246,0.272,0.255,0.278,0.274,0.256,0.241,0.208,0.296,0.231,0.261,0.273
Alice in Chains - Alice In Chains - We Die Young (Official HD Video) - Grunge - clipped.wav,0.136,0.173,1.15,0.275,0.131,0.033,0.17,0.028,123.047,2510.059,435.306,2369.483,301.25,2866.528,276.305,3339.477,239.22,20.882,12.928,15.709,16.464,15.613,17.583,48.638,4.438,3.483,3.591,2.896,2.275,2.175,2.81,5012.72,1038.751,-21.534,83.052,-25.337,32.477,-0.308,2.39,3.841,12.789,2.919,7.339,-4.962,4.49,-4.474,-4.267,-8.314,-4.057,-9.167,-0.428,-1.575,0.132,27.466,18.374,15.362,11.873,8.389,7.62,8.847,7.291,7.078,6.665,6.413,5.798,5.688,5.544,5.133,5.164,4.83,6.12,5.653,5.37,0.469,0.537,0.475,0.485,0.45,0.438,0.465,0.539,0.71,0.536,0.383,0.439,0.267,0.27,0.234,0.247,0.262,0.249,0.255,0.24,0.283,0.25,0.23,0.27
Alice in Chains - Alice In Chains - Would (Official HD Video) - Grunge - clipped.wav,0.114,0.146,1.235,0.464,0.109,0.037,0.143,0.029,135.999,2314.281,490.978,2360.94,332.21,2876.043,319.071,3364.616,295.057,20.744,12.901,16.13,15.567,16.139,16.862,50.623,4.242,3.347,4.038,2.797,2.303,2.0,2.91,4817.354,1075.827,-52.437,92.995,-19.838,32.882,2.078,9.335,0.781,8.605,3.855,6.422,-1.062,8.319,-9.226,0.395,-5.832,0.257,-6.494,-0.269,-3.914,3.923,47.53,20.815,15.168,12.291,7.291,8.113,7.476,6.745,6.887,6.41,5.457,5.424,5.299,4.797,5.071,4.9,5.285,5.197,5.72,5.482,0.513,0.505,0.37,0.423,0.432,0.577,0.531,0.477,0.473,0.407,0.495,0.455,0.293,0.296,0.203,0.27,0.231,0.31,0.286,0.267,0.264,0.235,0.282,0.25
Alice in Chains - Angry Chair (2022 Remaster) - Grunge - clipped.wav,0.185,0.238,1.289,0.574,0.129,0.061,0.233,0.047,107.666,2508.471,668.277,2488.083,374.011,3002.913,302.732,3480.884,235.997,19.791,13.497,15.975,16.046,16.653,16.808,49.492,4.578,4.007,3.678,3.041,2.825,2.281,3.106,5247.868,1360.939,7.987,91.034,-12.184,23.209,-0.331,2.676,-3.681,5.501,-1.22,5.833,-6.154,3.349,-4.891,-3.034,-5.974,-0.613,-7.865,2.494,-4.66,1.247,32.418,22.983,17.541,12.446,9.009,11.003,9.433,6.593,6.686,7.549,7.035,7.164,5.96,5.228,6.14,5.308,5.382,6.081,4.913,4.87,0.365,0.365,0.4,0.601,0.606,0.414,0.325,0.402,0.377,0.457,0.565,0.511,0.227,0.225,0.239,0.298,0.26,0.222,0.221,0.282,0.217,0.279,0.283,0.282
Alice in Chains - Bleed The Freak - Grunge - clipped.wav,0.114,0.149,1.549,1.161,0.113,0.042,0.143,0.043,117.454,2458.436,503.919,2445.316,265.039,2963.184,214.988,3441.527,179.571,21.573,14.212,17.597,16.604,16.835,18.534,49.319,4.193,3.484,4.069,3.103,2.557,2.56,3.308,5066.378,1147.572,-62.192,81.973,-15.499,36.72,7.939,-1.468,-1.272,12.293,-3.603,7.639,-9.238,2.957,-4.448,-3.292,-8.726,-6.155,-13.033,-1.159,-3.23,-0.916,55.569,19.17,16.536,16.595,9.521,10.501,10.821,7.81,6.709,7.137,6.406,8.572,6.359,6.076,5.61,5.544,5.579,5.258,6.571,5.571,0.383,0.37,0.426,0.526,0.412,0.445,0.327,0.286,0.381,0.465,0.646,0.5,0.242,0.264,0.227,0.321,0.233,0.295,0.243,0.167,0.227,0.23,0.312,0.239
Alice in Chains - Dam That River (2022 Remaster) - Grunge - clipped.wav,0.189,0.244,1.307,0.627,0.133,0.041,0.239,0.051,123.047,2696.346,427.656,2638.332,221.06,3100.746,185.798,3534.165,159.278,20.037,12.698,16.547,16.201,16.317,16.066,47.942,4.948,3.297,3.943,2.98,2.617,1.656,2.78,5758.34,803.313,11.667,77.389,-3.058,31.514,-1.314,9.24,1.438,10.139,1.22,8.156,0.478,7.801,2.947,1.734,-2.677,0.789,-6.833,3.831,-1.807,1.126,27.61,12.195,13.809,9.36,9.884,6.956,9.1,6.404,6.587,6.912,6.451,6.155,5.551,5.273,4.979,5.354,5.237,5.724,4.828,4.517,0.526,0.578,0.524,0.436,0.464,0.435,0.521,0.464,0.48,0.449,0.405,0.541,0.27,0.279,0.265,0.249,0.262,0.253,0.292,0.247,0.271,0.266,0.245,0.281
Alice in Chains - Down In A Hole (2022 Remaster) - Grunge - clipped.wav,0.167,0.217,1.415,0.84,0.098,0.06,0.21,0.053,95.703,2296.642,879.637,2534.084,483.192,3073.32,380.318,3574.686,290.655,20.06,15.762,19.67,18.588,18.859,17.989,48.307,4.485,3.918,4.291,3.35,3.266,2.919,3.153,5078.111,1806.89,-45.841,92.916,8.947,34.667,6.254,13.487,0.783,2.411,-6.322,2.074,0.068,1.463,-2.456,-1.554,-0.998,-1.042,-7.335,1.713,-5.438,0.888,44.779,30.812,17.337,13.004,9.483,8.195,9.219,8.723,7.782,9.409,8.747,7.775,7.681,6.87,6.151,6.531,6.444,6.175,6.902,7.921,0.359,0.502,0.335,0.317,0.222,0.315,0.361,0.372,0.589,0.417,0.406,0.472,0.23,0.375,0.224,0.261,0.178,0.265,0.275,0.222,0.32,0.24,0.276,0.332
Alice in Chains - Hate To Feel (2022 Remaster) - Grunge - clipped.wav,0.16,0.215,1.581,1.427,0.141,0.069,0.203,0.07,135.999,2567.271,738.742,2463.517,339.682,2959.909,277.724,3427.255,227.146,19.41,13.453,17.187,17.362,16.991,16.917,49.332,4.503,3.938,4.095,4.114,3.033,2.22,3.405,5199.86,1347.519,-21.263,83.966,-7.747,31.199,-5.93,5.848,-2.976,1.396,-0.432,3.753,-3.738,4.817,-0.221,-4.127,-4.074,0.754,-7.941,2.857,-5.772,0.285,51.073,28.241,18.291,18.365,14.629,11.367,13.158,8.649,9.294,7.938,9.135,7.202,7.902,6.722,5.581,5.849,5.951,5.94,6.079,6.139,0.443,0.57,0.522,0.528,0.476,0.438,0.452,0.442,0.442,0.441,0.47,0.416,0.249,0.289,0.264,0.299,0.281,0.271,0.301,0.277,0.251,0.235,0.272,0.268
Alice in Chains - Junkhead (2022 Remaster) - Grunge - clipped.wav,0.156,0.207,1.738,1.639,0.085,0.032,0.197,0.06,143.555,2015.415,530.198,2246.989,401.998,2803.295,352.323,3336.625,306.679,19.213,14.448,18.31,17.615,18.326,17.389,49.641,4.362,3.867,4.559,3.955,4.024,2.762,3.544,4279.282,1308.812,-58.466,103.589,-12.349,38.104,10.413,15.998,2.838,7.783,2.289,8.551,1.079,7.883,0.062,-1.585,-3.245,-0.925,-10.107,-0.025,-6.114,1.67,40.427,26.0,15.544,13.606,10.922,8.683,8.161,7.865,7.475,7.206,7.698,6.617,5.765,6.181,5.21,6.856,5.706,5.475,6.705,7.021,0.481,0.404,0.348,0.421,0.464,0.48,0.327,0.315,0.319,0.395,0.497,0.474,0.317,0.283,0.266,0.314,0.296,0.301,0.244,0.271,0.229,0.264,0.31,0.275
"Alice in Chains - Love, Hate, Love - Grunge - clipped.wav",0.082,0.121,2.413,4.607,0.105,0.056,0.103,0.062,99.384,2265.69,678.037,2291.205,471.756,2783.668,442.524,3267.552,404.896,20.607,16.009,19.231,17.467,18.65,19.28,49.337,4.79,4.237,5.196,3.999,3.829,4.07,3.685,4730.788,1451.409,-141.362,88.261,-16.385,41.205,1.438,2.257,-3.621,0.827,-4.665,1.541,-5.68,-0.546,-8.26,-6.395,-8.127,-5.399,-11.162,-5.733,-2.448,-0.747,76.022,30.399,27.15,20.926,11.404,11.749,12.267,11.653,9.262,8.862,7.508,7.726,7.06,8.164,7.182,7.704,7.306,7.447,7.107,6.279,0.303,0.404,0.353,0.457,0.472,0.227,0.185,0.267,0.323,0.349,0.477,0.411,0.233,0.357,0.258,0.319,0.346,0.184,0.211,0.239,0.245,0.263,0.372,0.316
Alice in Chains - Rain When I Die (2022 Remaster) - Grunge - clipped.wav,0.146,0.199,2.031,2.562,0.106,0.041,0.188,0.065,117.454,2282.322,526.421,2397.374,368.679,2908.012,352.012,3400.811,334.652,19.831,13.356,17.838,16.165,17.027,17.662,49.803,4.47,3.651,4.283,3.212,3.425,2.89,3.991,4812.229,1140.214,-40.211,90.602,-6.2,45.02,4.888,7.209,3.302,6.061,-2.797,-0.276,-3.441,3.453,-5.724,2.14,-1.434,0.892,-8.272,3.071,0.021,3.941,37.255,23.312,17.671,13.063,8.38,8.033,8.507,7.604,7.542,6.901,6.442,5.736,5.104,5.334,5.715,5.855,5.741,5.899,5.0,5.473,0.356,0.413,0.458,0.51,0.484,0.48,0.43,0.411,0.466,0.43,0.466,0.438,0.217,0.25,0.26,0.294,0.288,0.3,0.283,0.287,0.282,0.268,0.291,0.283
Alice in Chains - Sea Of Sorrow - Grunge - clipped.wav,0.142,0.186,1.487,1.063,0.123,0.033,0.179,0.051,112.347,2580.283,424.682,2595.682,254.521,3114.089,205.502,3587.826,180.093,21.175,14.498,18.605,18.469,17.355,17.193,48.343,4.448,3.952,4.438,3.254,2.665,2.419,2.958,5528.658,1043.977,-27.256,81.358,-15.314,16.975,1.579,3.519,-0.743,8.263,-4.755,4.65,-2.128,1.168,-5.879,-8.335,-8.803,-0.028,-9.723,-2.483,-6.119,-3.195,31.11,13.828,13.292,13.34,11.158,8.254,7.98,8.055,7.104,6.573,6.499,5.662,6.416,6.877,5.659,6.626,6.46,5.888,6.406,5.734,0.378,0.509,0.353,0.357,0.437,0.416,0.653,0.366,0.331,0.326,0.405,0.418,0.258,0.311,0.231,0.276,0.325,0.235,0.326,0.205,0.235,0.245,0.259,0.307
Alice in Chains - Sickman (2022 Remaster) - Grunge - clipped.wav,0.179,0.232,1.383,0.773,0.141,0.046,0.226,0.05,135.999,2442.863,494.876,2242.891,331.834,2729.824,317.621,3208.736,287.833,21.135,13.652,17.198,16.684,17.556,19.034,50.225,4.46,3.491,3.9,2.775,2.978,2.853,3.225,4733.105,1053.016,1.973,89.145,-29.882,36.459,-1.465,8.197,4.434,0.307,0.41,5.757,-7.91,4.798,-2.685,0.528,-3.121,0.61,-8.562,5.551,-5.166,-2.628,33.271,23.193,16.964,15.632,9.843,9.039,7.659,6.592,7.237,6.109,7.344,5.433,5.834,6.236,5.108,5.178,6.603,5.546,5.087,5.464,0.422,0.481,0.483,0.541,0.38,0.402,0.47,0.379,0.551,0.478,0.47,0.367,0.222,0.29,0.253,0.303,0.225,0.281,0.31,0.205,0.301,0.254,0.286,0.225
All Time Low - All Time Low - A Love Like War (Feat. Vic Fuentes) (Official Music Video) - Pop Punk - clipped.wav,0.239,0.309,1.169,0.372,0.136,0.05,0.3,0.074,161.499,2695.094,547.612,2526.663,283.527,2972.897,245.152,3396.127,203.881,18.958,12.874,16.373,17.312,16.425,16.245,50.405,4.598,3.696,4.081,3.328,2.728,2.011,3.31,5574.675,1018.758,29.582,75.415,-15.432,29.977,-0.439,17.015,0.949,11.72,5.66,9.566,0.017,8.036,-4.217,0.064,-5.934,3.379,-1.912,2.098,0.671,3.758,34.705,17.436,13.796,11.422,8.6,8.584,7.747,6.892,7.548,6.98,6.051,6.286,5.716,5.617,5.3,6.087,5.936,6.048,5.537,5.975,0.522,0.399,0.373,0.432,0.419,0.521,0.392,0.544,0.606,0.411,0.341,0.352,0.308,0.25,0.25,0.275,0.258,0.319,0.236,0.297,0.3,0.237,0.242,0.222
All Time Low - All Time Low - Break Your Little Heart - Pop Punk - clipped.wav,0.232,0.297,1.173,0.346,0.151,0.055,0.292,0.052,143.555,2875.208,607.697,2635.951,263.668,3071.677,210.014,3477.538,164.419,18.153,14.861,17.414,17.74,17.015,16.613,50.405,4.87,4.526,4.584,3.787,3.317,2.396,2.859,5893.814,1028.792,32.706,69.852,-8.451,25.884,-5.259,9.395,0.045,8.71,-1.565,9.015,-1.775,5.447,-2.453,-1.228,-5.445,-0.626,-3.351,3.555,-0.001,3.844,39.142,21.098,14.916,14.871,10.553,9.033,9.538,8.095,9.068,8.007,7.218,9.302,6.525,6.129,5.769,5.876,5.482,5.49,6.286,7.692,0.428,0.482,0.346,0.407,0.382,0.523,0.488,0.469,0.639,0.449,0.393,0.32,0.267,0.288,0.214,0.287,0.226,0.297,0.289,0.273,0.305,0.243,0.288,0.22
All Time Low - All Time Low - Kids In The Dark (Official Music Video) - Pop Punk - clipped.wav,0.254,0.321,1.025,0.061,0.156,0.06,0.316,0.054,129.199,2936.654,649.825,2678.231,281.016,3120.113,219.977,3526.81,168.418,17.546,13.221,15.854,16.899,16.52,16.17,49.228,4.955,3.735,3.74,3.629,2.779,1.887,2.777,6008.589,1124.826,43.9,68.447,-5.175,29.352,-0.682,7.196,-2.292,6.518,2.921,8.965,-1.454,3.43,-3.743,-0.122,-6.518,2.016,-2.651,0.847,-3.102,2.329,34.232,21.161,14.179,10.765,9.649,6.525,7.25,6.748,7.686,7.722,6.161,6.42,5.302,5.594,5.499,5.57,6.17,6.332,6.106,6.271,0.379,0.453,0.342,0.398,0.515,0.385,0.435,0.455,0.655,0.494,0.434,0.457,0.234,0.287,0.228,0.255,0.301,0.219,0.308,0.248,0.302,0.262,0.254,0.281
All Time Low - All Time Low - Poppin' Champagne (Official Music Video) - Pop Punk - clipped.wav,0.123,0.158,1.232,0.463,0.141,0.067,0.154,0.038,123.047,2853.676,781.881,2715.02,395.512,3176.006,310.934,3594.813,235.314,19.361,14.102,16.905,17.344,16.87,16.356,49.996,5.299,3.602,4.358,3.616,2.969,2.226,3.243,6061.072,1510.053,-41.887,72.49,-8.536,24.168,10.646,8.854,1.055,11.522,-1.141,7.818,-1.382,3.02,-7.856,-0.331,-5.827,0.079,-3.067,1.683,-3.529,5.229,48.334,23.368,16.814,12.1,8.916,8.26,7.121,6.551,7.236,7.253,6.516,6.588,6.654,6.809,6.153,6.206,5.35,6.158,5.869,6.599,0.326,0.408,0.477,0.327,0.361,0.354,0.602,0.46,0.401,0.525,0.385,0.371,0.243,0.257,0.336,0.223,0.305,0.218,0.309,0.277,0.248,0.309,0.229,0.287
All Time Low - All Time Low - Remembering Sunday ft. Juliet Simms - Pop Punk - clipped.wav,0.142,0.187,1.467,1.088,0.123,0.086,0.18,0.051,112.347,2493.196,1104.056,2413.614,480.158,2982.396,399.068,3500.991,332.227,22.935,20.12,23.652,21.952,21.744,19.957,48.861,4.136,5.007,5.968,5.082,4.966,3.68,3.769,4937.312,1918.836,-86.473,74.432,-7.845,26.189,4.54,0.82,-6.139,1.316,-10.524,-1.212,-9.095,-7.838,-4.301,-3.254,-7.511,-9.956,-11.978,-4.794,-15.8,-11.494,53.949,39.485,23.714,21.834,17.263,13.621,12.46,10.395,10.534,12.585,9.99,8.433,7.629,8.663,7.785,6.974,7.163,6.948,7.109,7.599,0.24,0.302,0.204,0.224,0.359,0.275,0.346,0.206,0.294,0.498,0.305,0.385,0.244,0.303,0.233,0.218,0.349,0.228,0.358,0.208,0.265,0.378,0.238,0.364
All Time Low - All Time Low - Weightless (Official Music Video) - Pop Punk - clipped.wav,0.118,0.16,1.486,1.307,0.149,0.069,0.15,0.056,123.047,2859.325,771.034,2687.164,329.779,3139.365,257.797,3552.964,206.454,18.97,15.312,18.298,17.47,17.21,17.111,50.172,5.349,5.063,5.457,4.474,3.933,3.031,3.28,6021.839,1303.789,-56.761,69.108,-3.74,20.521,-2.353,5.786,-1.798,9.156,-0.562,12.536,-4.564,1.41,-4.16,-1.915,-7.97,-1.951,-3.441,3.869,1.581,4.861,87.609,23.184,16.055,17.812,11.023,11.951,11.454,8.86,11.804,9.381,8.05,9.546,7.049,7.277,6.144,7.349,6.854,8.294,8.442,9.847,0.254,0.351,0.44,0.328,0.381,0.335,0.557,0.472,0.391,0.51,0.342,0.311,0.212,0.247,0.322,0.231,0.323,0.217,0.334,0.318,0.249,0.337,0.237,0.265
All Time Low - All Time Low - Weightless - Pop Punk - clipped.wav,0.211,0.28,1.388,0.92,0.171,0.059,0.27,0.074,123.047,3020.628,599.86,2713.36,285.513,3128.705,233.67,3510.062,189.382,17.518,14.442,16.882,16.901,16.797,16.169,50.054,4.761,3.948,4.067,3.118,3.084,2.087,2.782,6232.429,1061.806,28.938,66.596,-6.276,24.073,-3.787,10.163,0.413,10.076,2.149,10.74,-1.555,5.148,-3.585,0.044,-7.058,1.037,-3.464,2.648,0.278,1.784,46.303,18.096,14.522,13.642,9.273,8.554,8.696,8.419,8.63,8.137,6.737,6.67,6.088,5.635,5.491,5.291,5.618,5.217,5.719,6.606,0.301,0.401,0.509,0.354,0.428,0.373,0.589,0.487,0.449,0.587,0.388,0.349,0.186,0.233,0.311,0.197,0.292,0.198,0.319,0.295,0.242,0.302,0.227,0.245
All Time Low - All Time Low Good Times [OFFICIAL VIDEO] - Pop Punk - clipped.wav,0.211,0.269,1.054,0.144,0.098,0.058,0.26,0.067,129.199,2314.699,771.187,2486.719,379.909,3037.964,287.534,3541.569,220.452,19.694,15.651,18.108,17.343,18.482,17.269,49.715,4.739,4.243,4.922,4.118,3.936,2.938,3.294,4999.02,1548.87,-20.198,95.962,-2.361,20.491,4.462,8.86,-5.861,13.887,4.074,11.435,1.691,1.847,-1.633,3.08,-5.511,-0.394,-3.852,5.397,-2.253,2.859,46.913,26.799,17.672,14.786,10.287,10.432,11.059,7.421,8.347,7.907,8.013,8.533,6.861,6.106,6.787,5.659,6.328,6.514,8.237,8.918,0.344,0.308,0.418,0.289,0.355,0.341,0.489,0.612,0.431,0.46,0.37,0.451,0.298,0.234,0.321,0.205,0.282,0.25,0.308,0.37,0.286,0.329,0.259,0.322
All Time Low - All Time Low Sleeping In [OFFICIAL VIDEO] - Pop Punk - clipped.wav,0.25,0.323,1.061,0.206,0.125,0.05,0.31,0.09,103.359,2818.945,571.469,2758.046,241.011,3209.777,179.184,3623.072,144.159,19.138,14.028,16.548,15.841,16.473,15.154,48.869,4.711,3.653,3.964,3.166,2.597,1.67,2.874,6146.788,975.765,26.618,72.205,-4.229,20.733,5.877,17.244,1.289,11.547,1.22,7.956,2.107,9.312,-0.616,3.001,-4.641,0.717,-3.638,0.602,-3.828,-1.442,45.558,16.54,13.687,9.318,8.259,7.125,8.013,5.914,5.988,7.043,5.745,6.258,5.471,6.26,6.032,5.45,4.996,5.135,5.469,5.411,0.519,0.469,0.604,0.424,0.433,0.401,0.457,0.543,0.414,0.483,0.394,0.396,0.321,0.243,0.321,0.243,0.272,0.255,0.279,0.285,0.226,0.295,0.22,0.243
